,rating,userName,developerResponse,title,date,review,isEdited
351,1,BlondieNina,"{'id': 1588505, 'body': ""Hello, we're so sorry to hear that you have experienced issues with a recent order. We hope all issues have already been resolved but if not, please do not hesitate to reach out to our customer service team."", 'modified': '2017-10-25T20:06:32Z'}",App not loading for days,2017-10-15 17:16:22,Can’t shop and use a coupon offer since the app hasn’t worked in days.,False
352,5,Dknight512,,Great app,2022-06-09 19:12:19,So easy to use. Love it,False
353,5,Eddy9934,,Amazing and easy,2020-11-07 17:50:46,Love this app and buying here....❤️,False
354,5,latonlasha,,Love this site!!!,2019-12-15 01:32:28,Affordable prices for your favorite designer brands.,False
355,2,mybabyusedtodance,,App is incredibly slow and buggy,2022-11-12 19:12:23,I like Farfetch but the app is unusable.,False
356,5,Camelicious,,RGB,2018-06-15 20:02:37,I love Farfetch. Everything I dream of I find on this site. Major Love!!!,False
357,5,Qb808,,QB808,2020-12-04 03:24:24,Top quality great deals,False
358,1,shskdkdlsnabbsn sn,,Offer canceled 3 times,2022-06-09 15:06:40,My order was constantly getting canceled on company end do to financial department as O was told by customer service!,False
359,5,tdhdhjfjf,,Love Farfetch,2019-12-01 14:30:09,I wish no shipping charge on sale,False
360,5,Yan_L,,I like it,2017-09-19 14:18:53,I like the UI and choice of clothes/accesories,False
361,5,cincoshawty,,Awesome,2022-11-18 21:12:41,Great website,False
362,5,Husmc,,Great!,2020-10-17 02:42:25,App was easy to use..,False
363,5,mifashoo,,Miss,2020-07-12 23:01:16,Fast transaction,False
364,5,Rb812,,Shoes,2019-05-16 19:57:07,Fantastic shoe website and great deals,False
365,5,T.Hubert,,Best Drip out,2021-05-26 00:19:26,Get you the freshest,False
366,1,jyyrdsatujjdasilkns,"{'id': 23661269, 'body': 'Hi, thanks for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app, so please stay tuned for a future update!', 'modified': '2021-06-29T20:11:53Z'}",👎🏽,2021-06-15 09:43:47,Kinda backwards you can’t look up an actual Jean size just gotta dig till you find your size  🤣,False
367,1,chasityrm,,Site malfunction kept giving me errors at checkout,2022-09-29 16:42:22,The site,False
368,1,jaknuaba,,Bad app,2021-12-16 18:03:57,I tried to order 300$ hoodie and it canceled 3 times glad I didn’t order it after reading reviews,False
369,5,stresslrss,,Dingy,2018-08-31 00:08:29,Overalls my shopping experience was phenomenal,False
370,5,J500900,"{'id': 31043703, 'body': ""Hi,\n\n\r\n\r\nThank you so much for taking the time to share your amazing feedback.\n\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination.\n\n\r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you!\n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-07-22T16:56:51Z'}",Best shopping app,2022-07-03 22:18:35,Farfetch is the best app for shopping👍🏼,False
371,1,SocialLover,,Not able to indicate gift,2020-08-04 03:19:41,"This was a terrible experience 
Using Apple Pay I wasn’t able to select gift",False
372,4,hamid l,,"many choices, quick delivery",2018-07-09 07:30:55,"with so many boutiques, most likely you will find what you are looking for",False
373,1,Aggncxz,"{'id': 31043880, 'body': ""Hi,\n\n\r\n\r\nWe appreciate you taking the time to share your feedback and we'll be using your comments to improve our app.\n\n\r\n\r\nIf you have additional feedback or need help with an unresolved issue, please send us an email to customerservice@farfetch.com.\n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-07-22T17:15:57Z'}",Deleting app,2022-07-11 14:47:09,The app doesn't support screen rotation. Just so annoying. Deleting. Will use site.,False
374,5,Stupendous_Man,,Great service !,2019-12-28 12:11:56,User friend,False
375,1,Milan_mia,,Dsquared,2020-05-18 01:36:35,"STAY AWAY FROM THIS STORE. I gave been waiting 1 month for refund, had to contact my credit card to get my money back. They were lying to me every day that refund was issued. HORRIBLE COMPANY!",False
376,2,Mohammedabdullah,"{'id': 15244618, 'body': ""Hi, thanks for your feedback. We're sorry you were experiencing technical difficulties but we're happy to let you know that everything is resolved. If you need any further help, please feel free to contact us."", 'modified': '2020-05-11T14:50:38Z'}",No item were found !!!??,2020-05-08 18:04:30,All brands its showb no item were found ?!!,False
377,5,Jjrod55,,Luxury Shopping,2020-07-19 03:25:01,"Awesome clothes, the packaging was perfect. Recommend 1000%. Versace!! Love it",False
378,2,Markis89,,Crypto payment,2022-11-25 15:17:06,Why has crypto been removed as a payment method on the App?,False
379,1,wjeidjrhthfjejejsjxfnfndnnd,"{'id': 28178778, 'body': 'Hi, thanks for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app, so please stay tuned for a future update!', 'modified': '2022-02-21T19:55:51Z'}",Needs improvement,2022-01-18 13:25:08,UX could be better,False
380,5,Aliomfs,,Ease of ordering!,2019-02-20 23:17:55,Great site! Top designers at discounted prices. Awesome!,False
381,3,lanahjam,,payment issues,2022-04-22 14:36:45,i couldn’t pay with apple pay,False
382,2,Joceanblue,,No Portrait Orientation,2020-10-21 03:14:05,"Landscape orientation only, not friendly to browsing while seated on couch or in a lounge type position.",False
383,1,AimsT,,Slow processing,2020-05-18 15:40:17,Server down - took almost an hour to purchase,False
384,5,bebebe,,Great selection,2019-01-20 17:29:45,Worldwide style!,False
385,5,bmoegotti,,Cool items,2021-04-27 04:28:19,Awesome Accessories to purchase,False
386,2,babyalazheng,,Messed up,2018-03-11 16:23:06,really dont know why I can't open it,False
387,1,Ddamonee,"{'id': 31753602, 'body': ""Hi,\r\n\r\nThank you so much for taking the time to share your feedback. We’re sorry to hear that you weren’t satisfied with your recent shopping experience.\r\n\r\nSince we don't have access to your account details here, we kindly invite you to send us an email to customerservice@farfetch.com so that we can help with any unresolved issues.\r\n\r\nFARFETCH"", 'modified': '2022-08-30T22:26:15Z'}",Don’t even ..,2022-08-24 18:19:50,"Spent $470 on a Kurt keiger bag an it came dirty , they gave me 21 dollars back . Worst customer service ever .. don’t buy nothing from them",False
388,5,freshclothingstore,,Review,2021-03-05 03:44:37,Excellent service  shipping,False
389,1,Farftrash,"{'id': 16174637, 'body': ""Hello and thank you for your feedback. Our Customer Service team's goal is to respond to emails within 24 hours and we're so sorry if we didn't meet that standard. Our phone lines are open 7 days a week so we kindly suggest calling our team for faster service. Thank you for your patience and understanding."", 'modified': '2020-06-23T16:03:15Z'}",Horrible Customer Service,2020-06-22 17:02:39,Horrible customer service they take for ever to respond an email.,False
390,5,kyrgyzgirl,,Great,2019-01-26 13:37:44,Love this shopping site❤️,False
391,1,24_14,,Irritated,2020-12-13 20:23:07,I’m a gold member and my order was canceled for no reason now I can’t get my item for the occasion,False
392,1,ya mkther,,Bad,2020-09-30 06:45:41,Terrible order wasn’t even going through,False
393,5,Jokeword,,Very very Good,2018-11-19 21:08:59,Good sales promo & protects consumers interest very satisfactory,False
394,5,Evan Calvin 106,,Great apparel,2022-01-20 16:45:21,I luv the various merchandise!,False
395,1,natellazanet,,Finger print,2018-06-06 13:42:49,I did not like that the only way I could place my order was that I had to put a finger print ID,False
396,2,Monge💁🏻,"{'id': 13267192, 'body': ""Hi, thanks for your feedback. If you're looking for information about exclusive early sale access and other discounts, please sign up to our email newsletter."", 'modified': '2020-02-03T14:31:15Z'}",😒,2020-02-02 21:54:02,"Nothing new, you really don’t find any good deals especially on shoes.",False
397,5,Ajran21,,Good deals,2020-07-01 05:23:31,The best place for retail therapy. Fast delivery,False
398,5,Rodriguez911,,MORE PRODUCTS FOR CYCLISTS !,2021-12-27 12:07:36,"Please add more products for cyclists, please.",False
399,1,AyoooGeex3,"{'id': 11998447, 'body': ""Hi, thanks for your feedback. We're sorry you're having issues with placing an order. If this hasn't been resolved, please contact our Customer Service team and we'll be happy to help."", 'modified': '2019-11-22T15:34:31Z'}",Broken,2019-11-21 08:13:38,App is broken doesn’t let me purchase anything,False
400,5,GalavizA,,Farfetch,2019-08-22 23:01:25,Ordering was easy but is this stuffy authentic or fake,False
401,5,fada122f,,Best app ever,2021-05-01 17:15:40,The best app to purchase,False
402,5,yolonofomo,,Fabulous,2018-06-18 07:46:20,Great place for the best style!,False
403,5,flashbanssss,,Great,2020-09-05 20:23:32,Wide variety,False
404,1,r.c.kola,,Conflicting prices,2022-06-17 01:34:57,Two of the exact same shoe one Leicestershire higher . Reps were terrible,False
405,5,M.J.Gs,,5 star app,2022-09-30 16:05:35,The best app,False
406,1,tuaraa,,Tharaa,2020-11-28 22:15:26,Lits bad site because they said there is extra 20% off on sale and they don’t give it to me,False
407,1,bafat,"{'id': 12980637, 'body': 'Hi! This program will be expanded in the future so please keep an eye out for updates!', 'modified': '2020-01-17T19:54:33Z'}",No upgrade my account,2019-12-30 12:12:10,I never get any access card,False
408,5,janismaureen,,Janismaureen,2019-03-23 23:05:59,Wonderful experience and great staff,False
409,2,haksmwklssiux,,wishlist,2019-06-12 03:16:59,love the selection but there are so many good products that i wish you could favorite more than 100. i think the wishlist should be unlimited like pretty much every other wishlist ive ever seen,False
410,5,Nate23c,,Nelle,2022-03-08 19:27:08,I love using this app :),False
411,5,ppetiote,,Mr p,2021-02-18 19:58:28,"Good quality, best price",False
412,1,Drei122,"{'id': 23825152, 'body': ""Hi, thanks for getting in touch with us. We're really sorry to hear that you're experiencing issues with your payment. If it hasn't been resolved, please feel free to contact us and we'll be happy to help!"", 'modified': '2021-07-08T16:18:48Z'}",PayPal Issues,2021-07-03 23:02:14,It’s ALWAYS a problem when it comes down to paying w/ PayPal!!!!,False
413,1,lolol toros,,notifications are sooo annoying,2021-03-23 19:21:28,"i have all my push notifications off for this app and still get notifs🥲 the final straw was the push notification that said “this is a test message”

please 👏🏽 stop 👏🏽",False
414,5,tj2special,,Best,2020-01-04 04:07:20,Farfetch is the best shopping site ever,False
415,1,nw2mac,,Returns are difficult,2021-01-18 01:55:22,Returns are both costly and difficult,False
416,5,imbrokebaby,,Farfetch,2020-12-21 19:47:58,Great service,False
417,5,BigBluud8212,,Farfetch is far out!!,2020-06-25 04:03:13,Great app,False
418,5,ysc lil cuz,,I love Ff,2018-08-20 16:54:12,The best place to shop,False
419,1,Arthur78778787,,Chinese Replica,2020-09-23 22:27:53,This app selling Chinese replica on price of original don’t spend your time and money on this app,False
420,5,Asomah9111,,Wow,2022-03-28 02:04:30,Amazing for exclusive stuff,False
421,5,Stuwhop34,,Love it,2020-04-30 16:07:19,So far this is the best !’,False
422,5,The One & Only BEN FRANK,,BEN FRANK,2018-04-07 16:58:51,Y’all like my personal stylist! Keeping me fly and drippin in sauce!🤘🏾🚀,False
423,1,Qbeicnf,,Alway got canceled,2021-08-09 18:12:36,I’ve been waiting and all clothes I ordered canceled all I don’t know wh,False
424,2,RONALVAREZ79,,I don’t received any discount in my 1er orden,2021-04-17 19:02:03,I don’t received any discount in my 1er orden,False
425,5,M.i.h.image,,Thanks,2021-04-22 15:56:52,Great app,False
426,1,376.GEE,,Terrible,2020-10-23 19:45:55,Verification methods and security blocks really make me not ever want to shop with farfetch .. doesn’t make sense,False
427,4,3ashoog,"{'id': 31043816, 'body': ""Hi, \n\nThank you so much for taking the time to share your amazing feedback. \n\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination. \n\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \n\nFARFETCH"", 'modified': '2022-07-22T17:08:33Z'}",A++++,2022-07-06 18:45:04,Very good app for shopping,False
428,2,GodvrillaMUMUTUTU,,SUCKY SERVICE,2021-09-14 07:16:25,"Man they look so UPSCALE but they’re NOT 
BOO HORRIBLE CUSTOMER SERVICE AND RELATIONS WILL NEVER DO BUSINESS WITH THEM AGAIN DROPPING THE APP FROM MY PHONE 
OVERPRICED 
BROUGHT ME IN WITH A DISCOUNT OFFER 
THEN AFTER I PLACED MY ORDER 2 DAYS AFTER THEY REFUND MY MONEY AND DROP MY ORDER THEN I CALL TO SEE WHATS UP
THE OPERATOR CHICK SAYS YA THEY MADE AN ERROR ON THEIR PART AND OFTEN DO THIS TO FIRST TIME CUSTOMERS 
THEN SHE OFFERED TO REDO THE ORDER WITHOUT THE DISCOUNT 
I SAID SEEMS LIKE A GIMMICK TO REEL ME IN WITH YOUR DISCOUNT AND NOW CHARGE ME MORE 
NAW 
I FOUND SAME SHOES I WAS ORDERING 30$ CHEAPER ON SSENSE SO 
THANK YOU FARFETCH BUT I WILL NOT SHOP YOUR OVER PRICED SHOP EVER AGAIN",False
429,1,poopygloria,"{'id': 13357273, 'body': ""Hello, we're so sorry to hear that you're having issues with a recent order. Canceled orders and returned orders that follow our return policy are entitled to refunds. If you haven't done so already, please contact our Customer Service team for assistance."", 'modified': '2020-02-07T16:34:41Z'}",You can never get your refund,2020-02-05 17:31:33,Never buy anything on Farfetch,False
430,5,oguns,,"Beautiful and unique shoes, I love all their shoes ❤️❤️❤️❤️❤️❤️❤️❤️",2019-08-31 05:23:45,Thanks,False
431,1,i influence you,"{'id': 14191348, 'body': ""Hello, we're so sorry to hear that you're having technical issues with arranging a return. Please contact our Customer Service team and they'll be more than happy to help."", 'modified': '2020-03-23T14:48:23Z'}",Can’t view return labels,2020-03-20 07:08:50,Not working on App or Desktop,False
432,1,9183819191,"{'id': 16541721, 'body': ""Hello, we're so sorry to hear that you're still waiting for a resolution. If you haven't done so already, please call our Customer Service team and request a supervisor for more assistance."", 'modified': '2020-07-10T18:27:54Z'}",Refund problem,2020-07-04 10:00:50,They haven't refunded me the money since APRIL. So it's been 3 months and no sign of refunding,False
433,5,chinopaulo37,,Perfect,2021-07-13 21:37:59,Best company,False
434,1,v works,,Don’t do it,2022-06-05 00:59:23,You will be sorry if you buy,False
435,1,Scybala2016,,Worst customer service,2020-07-12 03:08:44,"I bought a gorgeous pair of tennis shoes from farfetch. I adore the style and brand but at 3 weeks they developed a clear manufacturer defect. After only wearing for a short time, the stitching opened and caused an enlarging hole. I understand that luxury hand crafted goods can have defects and asked for an exchange of an identical pair since they were so new. I didn't want my money back just a functional pair of shoes since they were not inexpensive. However, farfetch denied me this saying it was past the return date (by 10 days to be precise). I sent a dozen photos showing the problem and how good the overall condition of the shoes were in otherwise (like new!) but they said that I could either send them back for repair to the partner shop in South Korea or they'd offer me 10% the purchase price to cover repairs. I didn't purchase from that shop...I made a transaction with farfetch and assumed they would stand behind their goods. After back and forth, when I did not respond to their offer in 3 days while mulling over the awful offer, customer service emailed me saying if they did not hear from me in 2 days then they'd consider the matter closed. I cannot give the customer service a worse review. 10% would only cover a fraction of such a repair- forget that we are amid a pandemic when many online companies are making exceptions or extending return times and zero cobblers are open in my area. Note: they also said it can take 3 months to get my shoes back. So now I paid money for a defective product which I truly love and just want replaced but instead have to trust will be repaired appropriately and also have to go without for months. I can't dissuade you more from using this site!!!!",False
436,1,Palyaaa1,"{'id': 13495992, 'body': ""Hello, we're so sorry to hear that your order wasn't delivered as expected. Investigations can take weeks to complete but we hope everything has now been resolved. If you still need assistance, our Customer Service team would be happy to give you an update."", 'modified': '2020-02-14T19:39:22Z'}",NO REFUND 1200$,2020-02-11 19:24:04,They lost my package and now more that 2 months im truing to get my money back.,False
437,1,MG.P,,Bad company,2018-04-05 11:12:59,Very difficult to buy from it,False
438,2,beastboyyyy,,😖,2021-07-20 00:03:53,"always canceling my order like i stole someone else’s credit card to order, i’m sick of it!!",False
439,1,Iseaidea,,won’t open,2017-12-17 01:18:25,app won’t even open it just gives me an error and when it used to open it’d take like 20 minutes to load,False
440,5,Owe Cee,,My guyzzz,2021-04-18 18:10:39,FarFetch will fetct it for you😎🪃,False
441,2,zuka198113,,Shipping👎,2018-11-28 01:24:14,My order is late,False
442,1,Tamekas,,Horrible,2022-09-30 17:41:49,Keep refunding my money,False
443,5,Kay.OG,,The best,2020-07-03 21:56:00,I love the app!,False
444,2,mobbmoney,,No workin.,2020-12-05 03:25:50,I can’t buy.,False
445,5,Badgalnat,,Love Farfetch,2019-12-28 22:39:34,5 stars,False
446,1,philly2cali,,4.9????,2020-05-27 19:03:32,With all these terrible reviews how in the HELL does your app have a 4.9 rating?,False
447,5,cashonraff,,Rafael Nunez-Frias,2019-08-24 05:58:59,The best place to shop ever!!!,False
448,5,mzthing027474,,Fun and cool!,2022-01-14 15:46:59,I like Farfetch!,False
449,1,:D yay! Yay!,"{'id': 32284415, 'body': ""Hi,\r\n\r\nThank you so much for taking the time to share your feedback. We’re sorry to hear that you weren’t satisfied with your recent shopping experience.\r\n\r\nSince we don't have access to your account details here, we kindly invite you to send us an email to customerservice@farfetch.com so that we can help with any unresolved issues.\r\n\r\nFARFETCH\u200b\u200b\r"", 'modified': '2022-09-28T15:44:46Z'}",Horrible,2022-09-15 13:13:17,Messed up three orders in a row,False
450,1,lejo9719,"{'id': 22203308, 'body': 'Hi, thanks for your feedback. For updates on exclusive early sale access and more, sign up to our email newsletter.', 'modified': '2021-04-12T23:55:38Z'}",Overpriced,2021-04-04 21:12:21,Everything is overpriced! Not even nice stuff 👎,False
451,5,nicmmmm,,Selections,2021-11-17 20:20:36,Great selections of belts and combat booties,False
452,5,sjcjevi,,Beautiful,2019-05-10 07:20:13,Best app.,False
453,1,llkkjjjffddssss,"{'id': 15395229, 'body': ""Hello, thank you so much for your feedback. We're really sorry to hear that you weren't satisfied with your shopping experiences. If there are any unresolved issues, please contact our Customer Service team and we'll be happy to help."", 'modified': '2020-05-18T14:47:47Z'}",Don't buy!!!!!!!!,2020-05-11 14:47:05,It's a scam!!!!! Delete the app I got scammed twice,False
454,1,caroline15789,"{'id': 13183058, 'body': 'Thank you for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app so please stay tuned for future updates.', 'modified': '2020-01-29T15:18:17Z'}",cant filter by size,2020-01-26 03:56:45,hate shopping on the app because i cant filter large collections like sale clothing by my size. fix this!!!!,False
455,5,Dansobay,,👍🏻👍🏻,2017-12-10 23:03:40,Best shopping app,False
456,5,ardakidd21,,Nice app,2021-05-25 08:14:53,Rare and cool apparel!,False
457,1,NEVERUSEFARFECT,,Horrible,2021-12-08 01:21:51,Ordered $600 pair of shoes aint even get them,False
458,5,srmdobg,,SRMDOBG,2022-04-10 22:15:26,Awesome ; Thank you!,False
459,1,افتضاحه,"{'id': 1465515, 'body': ""Hello, thank you so much for your feedback. If you're looking for a great deal, we kindly suggest signing up for our email newsletter to find out when our sales are happening!"", 'modified': '2017-10-10T20:16:39Z'}",🌻🌼💐,2017-09-19 05:47:44,"Useless if you want to buy! 
Their price is highest price in universe",False
460,5,MarqusC,,Mr. Marqus,2021-07-23 00:31:02,Fast and simple...,False
461,5,lezzan88,,FARFETCH,2020-12-14 14:54:51,FARFETCH is favorable and amazing as always !,False
462,5,anvar350,,Shoes,2022-01-03 01:11:46,Best app ever!!!,False
463,2,RobxzNYC,,Disappointing,2017-12-17 02:08:24,"This review is about the app itself, not about Farfetch as a business. 

1. Haven’t read any mentioning of the extraordinarily long time it takes the app to launch. I timed it, 30 seconds until the landing page appears on my new iPhone 7! It’s in a league of its own. 

2. Will you let me favorite items only in my size? I don’t need to fill my favorite list to satisfy your algorithm while none of them has my size available. 

3. Will you let me click on the designer name ONE TIME to see their entire product list? Why do I have to SCROLL to the bottom of an item page first, click once to expand the designer section, and click once again to see the collection? 

4. I will not buy on Farfetch until you give me the personalized shopping experience you promised as you demand my sharing my browsing preferences openly, with which I’ve been particularly patient and consistent taking into account of the time it requires for machine learning. The one preference that I have yet it’s ignored is viewing items in the order from price low to high. I’ve shown no interest at all in seeing what products Farfetch recommends but you simply refuse to stop feeding me your recommendations! Technology not only allows retailers to track shoppers’ online footprint, but also empowers shoppers to customize what information they want to see and how to see them, which must be enabled by retailers but they don’t. The answer to retail’s future has always been driving the next new exciting product, so the fundamental issue can be forgotten, but for how long?! The fundamental issue is the relationship between consumers and retailers is a distrustful one rather than a mutually beneficial one.",False
464,5,ant-999,,love farfetch,2021-01-30 10:33:02,awesome service to taiwan.,False
465,5,Pat eissa,,Farfetch,2019-06-10 16:25:07,Best Sale Ever,False
466,4,OHMGZ,,I love it here!!!,2021-08-14 08:55:50,Amaze balls!!!,False
467,5,lcliuuujj,,Love this app,2021-08-29 20:05:30,😘😘😘,False
468,1,rolling guard 882,,SCAM,2022-06-15 01:22:28,"SCAM.
Okay here is my feedback as a costumer who have had enough. 

I placed my order on June 1st. My order says preparing from 9th-14th. I have called FARFAKE costumer line since they told me that it was SUPPOSED to be delivered. 

Today is 14th and they are still preparing my order MIND YOU I only have on this order a pair of sneakers. 

The persons that I have been on the phone with have hung up on me, have screamed at me, have been completely the worst.

 One lady that obviously was a new agent because there is NO  explanation in her behavior even told that my order was not important because orders that were way more expensive and had more things had priority and that’s why my pair of sneakers haven’t been even prepared, TO DIE FOR those treatments towards me. 

Continued… SO today I have been on the phone with 5 staff members on the costumers line and they have been saying each one completely different things. 

So in my opinion and because of how I have been treated I do not recommend to you dear person that buys expensive things to buy from this app because 

1-They will sell every item, then later on will appear as available and then will NOT be in store and you PAID for it and you obviously would have to wait or be in a really stressful situation or ask them for a refund just because you wanted a pair of sneakers or a bag or whatever it is that you want to spend your hard working money on

2-You are going to be treated as 3world class citizen because they will not even care that you spend that much money on something 

3-SO recommendation dear human. Buy vintage or go to places where sustainable clothes, bags, accessories etc… are affordable and will be with you for a lifetime because of their unique qualities! 

Thanks for reading until the end",False
469,5,amzing app💕,,Amazing app,2021-07-18 22:12:40,Amzing,False
470,5,데빌이라네,,Nice,2017-11-24 06:39:57,"Wow i Love Common project shoes~
Yeeeee~",False
471,5,BOWTIEDON,,Great,2022-06-24 00:38:31,Great,False
472,1,&3&/8:83&@29:93&4&49@,"{'id': 31753591, 'body': 'Hi,\r\n\r\nThank you so much for taking the time to share your feedback.\r\n\r\nIf you want to know more about our business model and for all customer service related queries we kindly invite you to reach out to us through email at customerservice@farfetch.com or call us on +1 646 791 3768 and we will be glad to help you!\r\n\r\nFARFETCH\r', 'modified': '2022-08-30T22:25:25Z'}",.,2022-08-19 10:50:01,you guys are birds for spending this much money for some fvvvkng newbalances,False
473,5,Pimboom,,Love it,2017-11-10 23:46:56,Thanks 💕💕💕💕😘😘😘,False
474,5,Mattbolt1520,,Great,2019-02-19 01:20:05,Great,False
475,5,SuperGuppy941,,Golden High Heel Mules,2021-09-18 23:32:28,“GREAT” !!!,False
476,5,홍i vy,,GOOD,2017-11-21 20:44:53,good,False
477,2,Manoration,,Not,2020-09-12 12:36:44,It is nice but costy shipping for Middle East,False
478,5,calder bischoff,,I LOVE THESE PRICES WOW,2019-07-25 03:32:10,YES,False
479,2,520nuannuan,"{'id': 11383360, 'body': '感谢您的反馈！我们热爱倾听您的声音，提升您的购物体验。如有建议或意见，欢迎随时联系我们的客服团队。', 'modified': '2019-10-21T19:46:35Z'}",尺码，款式,2019-10-20 04:03:12,尺码太少，有的品牌的款式太少,False
480,5,alexandran99,,My new fave shopping portal!,2016-05-22 08:11:07,Love the app but it crashed several times while using it- please fix! Great photos with several views of each item and very easy to place an order through the app as well. Missing customer reviews on products offered but I've emailed Farfetch to suggest this be a possibility.,False
481,4,D. Hill,,Far Fetch,2017-02-14 13:24:55,"The Far Fetch application does a great job melding together high quality design in an easy to use manner. The application does well in replicating the website where you can shop for the numerous listed luxury fashion labels in a convenient manner. On an item page users can read a brief product description as well as get a better look at an item by swiping the included picture gallery. Users can also save items to a personal wishlist for later. Users can also customize notifications to receive push alerts for sales, promotions and for when details change on items you save. This is one of the best fashion retail applications in the App Store earning a place among Shop Style, Spring, Barney's and a few others.",False
482,1,MiamiLA714,"{'id': 693903, 'body': ""Hello, we're so sorry to hear that you have experienced issues with a recent order. We hope all issues have already been resolved but if not, please send an email to customeroutreach@farfetch.com so we may look into this case with our customer service team."", 'modified': '2017-10-10T20:16:39Z'}",Sent Damaged Goods,2017-06-28 00:55:36,"I ordered my white Proenza and was so excited to purchase the bag! After receiving the item I began to unpack it and noticed the bag strap was broken, rendering the bag unusable as a shoulder/crossbody style. After reading numerous reviews online I am scared to return the item and also upset at having received a damaged item to begin with! I am stuck with a bag I cannot use and no clear answer from customer service as to what to do. I can wait for the boutique to send me a new strap or exchange my item (with no promises of when I will hear about the status of my request) but the return policy is only two weeks! 

Disappointed since I love the concept of this app and the products. Avoid and don't waste your money",False
483,5,Jac Fleurant,,Amazing Shopping Experience,2015-12-21 21:52:35,"I am loving this app. It has completely transformed the shopping experience, catering to women on the go. The weekly edits which highlight the best new products and trending categories are my favorite. Would definitely recommend!",False
484,1,NYCDallas,,Awful App,2015-02-15 19:44:52,"I love this website and the great selection. However this is one of the worst app user experiences I've encountered in quite awhile. The app flat out doesn't work on my iPhone 6. Search for basic item like ""leather pants"", it just sits there or says ""page not found."" After several attempts I deleted the app and reinstalled. Still nadda. Also it is impossible to get back to the homepage. Unless you click from the homepage selections you are screwed. Really? This app does not represent the premier Farfetch brand at all.",False
485,4,Prince MaKaLong,,Dont redirect to the website,2015-12-10 07:38:59,It's a huge improvement from the previous version! I love both Farfetch and the app a lot except one thing. Please allow to check account within the app instead of redirect to the actual website using Safari!,False
486,5,Kaiye R.,,A Fashion Lovers Dream,2015-12-29 21:49:56,Quick and easy to use with the latest and most fashionable items. The best part is being able to zoom in on items to see every little detail!,False
487,1,Mik25679,"{'id': 540510, 'body': ""Hello, thank you so much for your feedback. We've added more functionality to the app so we invite you to download the most current version. We hope you like the new changes - please let us know your thoughts!"", 'modified': '2017-10-10T20:16:39Z'}",Awful App,2017-01-07 07:08:36,"After a Dec 19 update you still can't even check your orders on this app??? Nothing but repeated errors of ""Try again"". What's the point of having an app if it's basically useless to your users??? The app is merely a front facing wrap around for the actual website. You really can't do anything with this app and are forced to instead rely on just going online to the actual website to check your account info and orders.",False
488,5,AdeleLondon,,Great App!,2015-12-10 14:47:59,"The new version of this app is much better and easy to use. The search function is seamless and easy, and browsing feels more proficient by category and brand. The user experience is significantly better!!",False
489,5,Forever styled by ash,,"Amazing, modern, and high quality",2015-12-18 20:12:54,This app is amazing!they different varieties of clothing and name brands. I spent about two hours searching for the perfect holiday dress and I highly recommend everyone to download and shop with farfetch!,False
490,1,克里斯爱保罗,,Cannot check my orders? Seriously?,2016-02-16 16:17:54,"I love this website however this app is somehow embarrassing. I install this app for convenience purposes, I don't want to log in again and again to check my order info every time. But this good looking app redirect me to browser when I click on 'my order' button and required me log in again through website.",False
491,5,Dayanni12345,,Great mobile shopping,2017-05-05 01:51:01,"Best way to buy the high end items you always wanted, fast reliable shipping and only the best designers!",False
492,5,RichardLinChen,,Big improvement!,2015-12-05 09:32:55,Getting much better finally! Keep improving!,False
493,5,Ax/xA,"{'id': 540508, 'body': 'Hello, thank you so much for your feedback. Please download the most current version of our app and let us know if you still experience issues.', 'modified': '2017-10-10T20:16:39Z'}",It Crashes every minute,2017-01-02 01:09:28,It crashes a lot please fix it!!!,False
494,3,Stephenarmstrong6,,Needs Work,2015-06-18 21:42:19,"Cons: 
Small icons 
Very Slow loading time, should be quicker
if you fill out that you are a guy, you soulf be automatically semt to the guys page and not have to manually pick the guys category.",False
495,3,Julius Carter,,Needs a lot of work,2014-09-21 04:49:45,The bugs fixes are a huge disappointment when it comes to this long awaited app. Besides those. It's perfect!,False
496,2,Kelokurt0223,,Can't sign in,2016-05-30 02:29:54,Like I don't know how many times I started a new account even changing the password doesn't work either like I can't order. Please fix it I can log in on computer but not the app,False
497,3,CourtLatt904,"{'id': 540548, 'body': ""Hello, thank you so much for your feedback. If you're looking for a great deal, we kindly suggest signing up for our email newsletter to find out when our sales are happening!"", 'modified': '2017-10-10T20:16:39Z'}",The app,2017-06-01 03:25:13,"The presentation of the app is wonderful but the prices are crazy ! I'm a regular person with a regular job. This is not for me. But if I was ballin like Beyoncé, I would most definitely shop here.",False
498,2,sss_wa,,Slow image loading - needs performance improvements,2016-03-23 15:58:06,Image loading is very very slow. It is a good app that brings it all together.,False
