,userName,rating,isEdited,title,review,date,appname
4286,Cking77479,5,FALSE,No Option to Edit LISTS Category,I can set up a List but I am unable to edit or delete that List CATEGORY once it’s made. Please allow Edit and Delete function for the Lists Category once it has been set up.,17/01/2020 15:18,amazon
4287,Doodlebug95,5,FALSE,A very good app,I love this app and I think it is very useful. I can get all my gifts for people during the holidays and whatever I want for myself. It’s affordable and most of the time I get free shipping! Isn’t that amazing! This is a great app and I highly recommend it to people,25/12/2019 15:44,amazon
4288,angelaluvbug,3,FALSE,Have to hit next,You used to be able to just scroll through items while browsing and now only a limited amount show per page and you have to keep hitting next. Its less convenient. I dont understand why companies feel the need to “fix” things that arent broken. =|,21/11/2019 4:50,amazon
4289,Wilian Ochoa,1,FALSE,Horrible customer service,I used this multiple times and for some reason every time I paid for express same day or 1 day delivery they never deliver on time and always arrives 4-7 day after estimated date. To top it off they just try pushing you around when you ask for a refund on shipping if I pay for 1 day delivery I expect 1 day delivery not 4-7 days later for the fee they charge ... this is the last time I purchase anything from here .,15/12/2019 23:46,amazon
4290,speeed5ter,1,FALSE,Search is useless,"I search for a cargo cover and the results show me steering wheel covers, lights, mats, wiper blades, bags, etc.. I did find a couple results mixed in, but at double the price of what I found searching the Internet.
This site needs to allow customers to provide feedback on what items don’t match what they’re looking for. What happened to the link to search for similar items?!.. oh found it.. it show cargo covers for other vehicles.. rage quit!",15/12/2019 22:58,amazon
4291,dhfcaedxted,2,FALSE,Would be great if the hired reliable delivery drivers,"The delivery drivers ruin this company. It’s awful they just throw your package at any door step they will literally hand it to anyone around your apartment without charging, then mark it as delivered and your left with no package. Please hire people who at least graduated high school. Or start docking pay to the idiots who deliver to wrong address my god it’s like you have to be a moron to be hired ughhhhhh",06/12/2019 16:05,amazon
4292,Watts2013,3,FALSE,Tracking shipments could and should be in real time tracking,Should really think about being able to  real time track your orders could be a better improvement for the customer in case they have something to do but wanna be here for the package when it arrives just a thought!,18/11/2019 19:17,amazon
4293,SB882,1,FALSE,Can’t Authenticate My Account,"The app used to work on my last phone, but on my new iPhone I can’t log in. It asks me to authenticate my account by either a push notification or text message, but I never get the message and therefore can’t sign into my account.  It’s dumb because there is no authentication required for me to sign in with a web browser.  No idea why the authentication messages never reach me and customer service was unable to help.",20/11/2019 2:58,amazon
4294,mining cowboy,3,FALSE,Keep losing items in the cart,"I’ll add items to the cart. Once going back into the app to check on other things, I look at my cart and it will show its empty. Even though I have numerous items in there. I have to delete the app and reinstall to get everything back again. 
Quite frustrating..",15/11/2019 4:05,amazon
4295,Taurus Country Girl,1,FALSE,Not Functioning,"Recently, the app is forcing me to log in every time I go to make a purchase, even though I am already logged in. Then, it says my cart is empty. Sometimes it works fine, other times it functions as described above. Today it is not letting me complete a purchase as it keeps asking me to log in and I get no nowhere. I log in as directed, then nothing is in my cart. I’ve rebooted my phone. At this point I am going to uninstall the app. What changed?",16/11/2019 17:14,amazon
4296,bubblehead,3,FALSE,Next page vs scrolling,"I really hate the update that has the next page button instead of the scroll. Like, why? Scrolling was so much faster. The next page button just slows me down and I find my self giving up after the 2nd page. Please consider changing back to scrolling!",03/11/2019 2:01,amazon
4297,JBinNLV,1,FALSE,App issues with OTP,"Just recently I started having problems where the app would ask to send me a One Time Password to verify my identity. I would receive the OTP, but the app would not give me the opportunity to type or paste it, it would just roll back to asking my email address and password again, then back to the OTP problem once again. Customer service by phone didn’t help. Right now I’ve deleted the app and redownloading it.",05/11/2019 15:29,amazon
4298,Sokolum,2,FALSE,No better than using Safari,"Thew new update is annoying. I may as well ditch the app and use Safari because I have to constantly sign in, the app refreshes and goes back to the home screen, I have to press “Next” to see more products on a new page, and the filtering menu has dumbed down to only a few departments for some searches. I really hope this changes soon.",01/11/2019 14:51,amazon
4299,foreva4givn,1,FALSE,Scrolling..,App worked great until I did the latest update. I used to be able to keep scrolling without flipping to next page. Now it shows 6-8 items at a time then have to click next So if I saw an item I liked in page 3 and am in page 10 now I don’t remember where it was unless I keep everything in wishlist which is so annoying to keep saving and deleting. Need to fix it back to how it was.,25/10/2019 16:35,amazon
4300,mashly04,5,FALSE,"Uh oh, something went wrong",The error screen keeps coming up every time I try to search for something. I’ve tried closing out of the app and also restarting my phone. Super annoying,28/09/2019 0:22,amazon
4301,jw11111111111,1,FALSE,Why is a multi billion dollar company app this bad?,"Crashes, freezes logs me out, pictures will obscure options on the page, you sometimes need to scroll 8 and a half miles down the page past a pile of useless BS to find the review section, and the “share” button exists about 1% of the time. What the hell guys? Do you want me to make the app for you? I can if you want. Apparently the dudes who make it now aren’t gettin payed enough, this thing is trash.",08/10/2019 4:10,amazon
4302,LittleKittyCoo,5,FALSE,Errors all over,Can’t look at different models of the same product!  Seems to be a huge issue on a variety of items.  A shopping app that you can’t shop on....?,27/09/2019 23:35,amazon
4303,Aneya$$,1,FALSE,Newest update,I used this app to browse and find items quickly but with the newest update it has become impossible flipping pages instead of scrolling down accidentally hitting the address button instead of the back button no more dragging and dropping items it freezes up and crashes on me continuously and the prices on items are no longer competitively cheaper even with prime,28/09/2019 0:02,amazon
4304,ReneFBC,5,FALSE,New features to add,When you add something to the cart you should be able to put it in a category everything being all together makes no sense,09/07/2019 4:27,amazon
4305,BebbeRach,2,FALSE,Filtering in new version is BAD,"Where before you could drill down in your filtering, now you can select one level of filtering at a time and have to reselect the filter each time. I also don’t care for having to now navigate through multiple pages of results. It was better before when you could just scroll and the results would continually build.",17/09/2019 20:14,amazon
4306,PrimeMember209,1,FALSE,New Update is TERRIBLE,"Wish list drag and drop feature has been removed and you now have to page through search results instead of them being provided as a continuous list. In addition, filter selections—including the “Prime” option—are removed after viewing an item and navigating back to the search results. None of these changes are user-friendly! Please bring the old version back!",09/09/2019 21:05,amazon
4307,Brunette Babe12901,3,FALSE,Missing Features,"I’m missing the AR feature even though my phone is compatible. It works if I search with an outside link, but my camera options in the app are missing multiple features. I’ve made sure everything was up to date AND uninstalled and reinstalled the app. So frustrating",05/09/2019 4:02,amazon
4308,Ysik784,4,FALSE,I used to love this app,"The main feature that I loved was the drag and drop to the list tray that would pop at the bottom of the app. It made things so much simpler.
This awesome feature is gone, and I even find myself sort of avoiding going into the app because of this.",01/09/2019 16:04,amazon
4309,Ruben_C,2,FALSE,App loses On Sale items while nonsensically asking to “change country”,"Since the last two updates every time I get an item on sale or clearance notification the whole thing is lost after clicking on it while the app can’t decide if I am in the US or elsewhere, and trying to switch back.

It’s silly, and it will be tweaked soon I am sure...

What is a pain is how the app devours device resources: navigating items on the app will result in app slowness and eventually crash or waste the device’s battery by 1% every half a minute, which is awful and similar to watching a video or worse.

So two stars... it’s functional but not fully, a short way to put it.",28/08/2019 18:14,amazon
4310,Dreshawn H,1,FALSE,"First order was good, never got my punching bag","I ordered a punching bag, and I never got it, but it charged me 233 for it already,it saids it got here July 12th, but when I was first buying it, it said it would arrive between the 18th and 26th so I never checked the package until now. So I check and it saids it’s been delivered so I look in the garage, and everyone’s rooms in the house to see if it’s there, and everyone said no package has came, so now I’m waiting for this dumb seller to contact me back.",18/07/2019 18:10,amazon
4311,K-Edwards,5,FALSE,Do not like the new look,I loved using this app but not its hard to see items using my cell phone... the changes might be great but the view looks like I’m using a computer or the web vs my cell phone.,03/07/2019 3:44,amazon
4312,Yeronder,3,FALSE,Why has copying been removed?,"Now that copying text has been removed, I cannot copy and paste order tracking numbers anymore. This is extremely frustrating as tracking numbers are very long to punch in one number at a time. 

I don’t understand developers that remove functionality.",07/07/2019 18:17,amazon
4313,Enderhater,5,FALSE,Amazing customer service,Any time I need anything they help me sooooooooo much. They are amazing. I honestly think they might have the best customer service in the world. It still confuses me to this day why their app has a 3.3 star overall... they deserve better.,15/06/2019 5:18,amazon
4314,wastedpuke,5,FALSE,sigh,Can y’all please add the feature back where we can slide through pics I hate going all the way back to click a new picture and then do it all over again,22/05/2019 6:10,amazon
4315,KStip2,5,FALSE,Latest update ruined it,Doesn’t work anymore after latest update 2 days ago.  Nothing is lined up and if I make a selection the add to cart button disappears.  Can’t even place an order on my iPad.,08/08/2018 21:22,amazon
4316,Tom winders,1,FALSE,no wonder people hate jeff,"Can’t get anything I order right
I ordered a book it came in Spanish 
I ordered a brown guitar it came in blue
Customer support lives on the other side of the world which there’s nothing wrong with that, they’re just incredible hard to understand and would not help me or give me a refund 
I will never use this site again and I hope as many people read this review so you can save your time, money, frustration, etc",26/04/2019 18:07,amazon
4317,ThatTechNerd,4,FALSE,Great with one problem,"I want to start this by saying that I am a frequent online shopper. From clothes to furniture, I do it online. The issue I am recognizing here is that, you can't split screen it with another app. I don't think it would be hard to integrate, too. Other than that, app works great.",25/02/2019 0:43,amazon
4318,penny598,3,FALSE,Screen view,"For some reason the screen view does not show the whole description or reviews like it used to.  I would like to know if there are options on how the screen of the product chosen can be viewed. If the screen view is a recent change, this is the reason for my rating.",17/08/2018 3:33,amazon
4319,happy owners,5,FALSE,Happy owners,"I love my cameras. They are awesome.  One small problem I am hoping someone can resolve for me. I have them facing out my window, at night the lite reflect in the window and you can not see beyond the glare in the glass. How do I fix this small problem ?  
Anyone !",26/06/2018 19:28,amazon
4320,Delilah121,5,FALSE,There wasn’t a problem until the update,"I never had a problem with landscape vs. portrait, and then this update comes along and I cannot get the app to rotate to landscape position. It is not a convenient app in portrait mode and I am NOT happy!!
PLEASE FIX!!!",23/10/2017 4:40,amazon
4321,hobbes8calvn,3,FALSE,Frequent “oops something went wrong” errors,"For the last month or so, it seems like trying to check on order status from the top left hamburger menu results in the “oops” error followed by the “still loading” message.  I just deleted the app hoping to start from scratch, but it still happens.",30/04/2018 21:24,amazon
4322,DC-15,2,FALSE,Product Picture Problems,"If you select a product to view then click on the picture to enlarge for a more detailed view it works fine on the 1st. product you select, however; all subsequent products that you view by clicking the picture to enlarge them, will only show the images for the 1st. product you viewed.",08/03/2018 20:31,amazon
4323,Draftsman III,3,FALSE,iPad app not as good as iPhone app.,"The iPad version does not show Customer Images on the item reviews page and now with the latest update if you click on an image on the item description page it brings up the “detail” from the last item you looked at, not the current item.",08/03/2018 1:45,amazon
4324,BethApple,1,FALSE,Sign in keeps messing up!,"Every time I try to open the app to check my orders or look at my lists, it prompts me to login. When I put in the correct info it then says that a problem has occurred. It usually allows me to go on to the page I want anyway, but it continually asks me to sign in as I browse around. Yesterday I couldn’t complete my order online because it wouldn’t let me log in and I had to use a desktop to complete the order.",11/01/2018 15:12,amazon
4325,TonyOhh,1,FALSE,Selecting multiple items to return at same time is busted.,"I created a return, and just prior to SUBMIT, I chose “add additional items to this return”. It provides a list of all purchases, but nothing happens when I select another item: no reason for return pops up. Eventually I  selected a few more items for return, but now I’m frozen in Return order land, and there is no way out besides closing out of the app. Which means I have to start over.",08/01/2018 17:15,amazon
4326,The_D0ct0r,1,FALSE,Glitchy,"Lately this app has been annoyingly glitchy. When trying to order a product and change the shipping address, it doesn’t let you and glitches back to the order screen. Also, when trying to view your orders it consistently asks me for the password and a pop up notification appears saying it is unavailable right now? 

This app has worked great before. Please fix these issues.",10/12/2017 17:36,amazon
4327,Gamergirl;p,3,FALSE,Please fix!,"I love the app, it’s usually easy and fun to use, but recently I’ve been having a problem where it won’t let me look at my orders or anything else like that including the details on my account. Every time I try to look at them it asks to use my Touch ID to log in and then when I try, it says error. Please fix!",11/11/2017 4:47,amazon
4328,keeping my teens safe,4,FALSE,Add this in your next update,"When searching in order history, you can search by item. Update so we can search by dollar amount of each invoice/order
Thanks",07/09/2022 23:30,amazon
4329,lkantura,1,FALSE,Hate portrait mode. Get your head on straight!,"I use landscape for EVERYTHING and I suppose for some people portrait is not a big deal. WHY would you screw with shopping experience and as a huge corporation risk captive audience by not offering the ability to comfortably browse, search, and ultimately make purchases easy for the consumer? This to me is very irritating. What else is wrong with the app? Lots by the number of reviews. I turned it off. Might shop if I am near my laptop.",22/10/2017 12:37,amazon
4330,diverjones,3,FALSE,Broke screen rotation,This latest update seems to have broken the screen rotation.  Its LOCKED in portrait mode on iPad making everything too small to read.  I want to  look at everything in landscape mode but screen longer rotates.  Its either broken or someone has decided they know how I should shop on their app.,21/10/2017 16:43,amazon
4331,itsplaneandsimple,2,FALSE,Recent update = frustration,"Most recent update has broken the apps ability to show me my previous orders. When using Touch ID (or entering my password because I didn't turn in that feature for this app), I get an error message that ""something has gone wrong. Please try again."" but the page never loads no matter how many times I've tried to access it.",16/10/2017 16:38,amazon
4332,ErwinWJ,1,FALSE,Useless garbage,"The previous version was fast, stable and got searches up as fast as you could think. This latest version sits there doing nothing for an eternity…. And then tines out with uh-oh, something went wrong. Understatement of ALL time. It doesn’t work, it goes into a loop before timing out. Fix it or allow us the option of reverting back to old version. Biggest mistake was installing it.",06/10/2022 19:43,amazon
4333,kryss92,2,FALSE,App freezes with blank screen,"In the middle of searching or looking at a product, the app will suddenly have a completely blank page. I often have to redo my search and it gets really annoying real fast. This has been happening for at least a month or so.",04/10/2022 20:47,amazon
4334,morgoth94,2,FALSE,Still buggy after lots of updates,Any chance of the developers fixing the issue users are constantly having with a page going blank randomly. I’ll be looking at an item and then blank. I have to go back and start the search all over. You can’t figure this out?,24/09/2022 22:06,amazon
4335,kevmon1116,2,FALSE,Bad update,"The most recent update changed the order page. Now if you have a bunch of orders or preorders, it’s hard to keep track of when they will ship. They need to bring the old page back thay shower all orders made in order of when they are gonna ship vs now where it’s just showed orders on how recent they were placed.",19/09/2022 22:24,amazon
4336,Meandmine59,4,FALSE,Needs fine tuning,I’ve been experiencing a lot of lag lately. It seems to get longer with each update. The your orders seem to take the longest to load. I agree with the person about the ebooks.,02/06/2022 19:50,amazon
4337,Pkgcdrulpncsswassdcjiolplcsrc,1,FALSE,What’s happened to the app?,"For the past maybe 3months if I search my app, it will randomly just go blank.  You can see the search bar, home bar, account bar, etc. but no products.  I have to close the app and reopen.  There is no searching because I’d be doing this motion constantly. I can now only shop if I know what I’m needing.  Go in, get out and hope the screen doesn’t blank out.",01/09/2022 1:07,amazon
4338,braiynthewither,2,FALSE,The Affirm thing,I cant buy thing that over $50 because the affirm thing just instantly won’t let me it say it cut my thing in half price but it mean i have to pay it back and I don’t want to do that i rather pay my self instead of that. Make a option where i can remove it from paying option.,03/08/2022 1:20,amazon
4339,antici...pation,4,FALSE,Nothing is perfect,"This is just my personal opinion, I sometimes can’t find less common items because the search terms kick back higher selling items that I am not looking for.",28/05/2022 2:40,amazon
4340,Nelly524,5,FALSE,One click away,"It’s such a nice easy way to shop without going to a busy store, and most likely you’ll get your package the very next day. Very convenient and I love it!!",22/05/2022 0:24,amazon
4341,alicis S,5,FALSE,Fast way to select and pay,Easy way to find everything and share options is amazing it work w Tex and email,12/05/2022 21:49,amazon
4342,jmilllzzz,2,FALSE,Screen goes blank,This has been my go to app for years. Recently I’ve noticed that the screen glitches and goes blank as I’m scrolling. I have to close and reopen the app and entire in my search again to get back to the page. Would like this to be fixed to have a better user experience.,21/05/2022 14:23,amazon
4343,quickietnt,5,FALSE,Customer service.,"I'm enjoying the selection of products and service that I receive from your company. The deliveries and/or when I need to address concerns regarding a delivery, it's addressed.",22/04/2022 21:25,amazon
4344,BP Silly,3,FALSE,Decade-Old Glitch,"Whenever there’s a video in the product pictures, it never loads. It’s been a problem for you guys for decades now. I never even click on the videos because I know for a fact they won’t load. You guys should really fix that.",08/05/2022 17:06,amazon
4345,bt72118,4,FALSE,SHARE button - where did it go,"I often want to tell my friends about good purchases.  There used to be a share button, but it disappeared. Wish you would bring it back.",02/05/2022 17:17,amazon
4346,Lexideseray,3,FALSE,Buggy,"App has become so buggy and slow. Barely works no matter what connection I have, doesn’t load properly. Have to close the app multiple times to get some things to work. Literally owned by a billionaire and the app has progressed downwards. Make it make sense.",29/04/2022 23:08,amazon
4347,Oklahoma Veteran,5,FALSE,The Hawaiian Intervention by Kelvin White,"A very interesting book, Mr. White has a way with telling a story that’s hard to put the book down, it’s a 5 Star book for sure, you will not be disappointed.",14/04/2022 19:11,amazon
4348,Sen2ments,1,FALSE,Something is off,"I don’t know if this is the new look but my app changed its view. Everything that was at the top of the app is now on the bottom. Sign in, my cart etc. and it’s so confusing. My orders appear very large in big icon boxes. I have to search all over again for the location of departments etc. when I toggle through this new layout. Please change it back.",18/04/2022 4:18,amazon
4349,Vegeta75hgf,5,FALSE,Off-roading parts,Amazingly easy to purchase for my UTV! Adding my vehicle and making sure it’s the right size part can be confusing but you guys make it easy! Thank you!,30/01/2022 14:28,amazon
4350,Shadowdancer325,2,FALSE,Hard to find certain things,The app is great for basic stuff but they make it nearly impossible to find things like “how to contact customer service” you really have to search for somethings. It’s annoyingly evident they’re trying to hide features that require extra work for them.,07/04/2022 2:01,amazon
4351,Zaniyah??,3,FALSE,Scam,It told me for 2 days straight that’s my orders went through but then after 2 days for me thinking my packages were coming I got a text saying that my orders were canceled due to insufficient cash but I went on my cash app and it took all my money that I paid but it says that I was canceled so yeah 👎,22/03/2022 4:08,amazon
4352,literalyn0thing,4,FALSE,Almost perfect,Overall a great app for shopping online. The only reason I give it four stars instead of five is because the UI could use some work and PayPal needs to be added as a payment method.,27/02/2022 16:09,amazon
4353,Sonny4mSD,1,FALSE,"Garbage App, cannot change country","Typical big tech company with garbage “global engineering”. I’m in Japan temporarily and the stupid app won’t let me change my country to the US. I don’t have a Japan account and don’t want to order from their worthless Japan based site. But the country and region button won’t let me change settings. Tapping it does nothing. It won’t open the settings.  
No wonder all their engineers quit.",20/02/2022 3:57,amazon
4354,rmello93,3,FALSE,Cancel order/request refund sends you in a loop.,I Norma love this app but the flow to cancel the order or request a refund is broken. You are just looped over and over and can’t complete the transaction. It’s very frustrating especially when your package has been lost,13/02/2022 1:19,amazon
4355,DivaSense,1,FALSE,App issues with update PLEASE FIX,I normally don’t have any issues with this app but every since the last app update I’ve been having major issues… I’ve ordered a ton of products to decorate my store so as usual I go into the app to view my orders and they won’t pull up…. I see the highlighted bar with the still loading screen and nothing ever pops up…. This is very frustrating,10/02/2022 14:59,amazon
4356,trerrygarstasio,1,FALSE,Please fix bugs,There’s been a glitch on the app for weeks now. When I go to search for an item for a Whole Foods order the app crashes. I tried doing a workaround and shopping by aisle but when I do that and click on a category the app also crashes. The app doesn’t need updating and there is virtually no way to report this to try and get it fixed. Thank you!,31/01/2022 13:09,amazon
4357,chg25602,5,FALSE,Awesome inventory,I have only had maybe three items in the past seven years that were back ordered. I order like three items a week.,24/01/2022 0:37,amazon
4358,Lulu3233,2,FALSE,The App needs to be updated!,The app keeps crashing every time I try to search for food items within the Whole Foods app. The issue started after installing iPhone update to 15.2.1. I have taken all the basic steps to try to resolve the issue. Nothing has worked. Please update the app so I can shop for my groceries. Thank you!,23/01/2022 21:15,amazon
4359,Sburn85,1,FALSE,Awful,This app is so slow to load anything. It takes too long to load & do anything & now its frozen. Im trying to check an order & its not even showing up that I’ve ordered it but should be delivered today. I signed out to maybe reset but now the sign in screen is frozen & i cant do anything. You'd think a big company could at least get the app right.,17/01/2022 11:58,amazon
4360,Amburger88,5,FALSE,All other apps should do this,"Whoever designed this app needs a raise. It is so easy to order, check delivery status, save items for later, etc",07/12/2021 15:37,amazon
4361,scarlettadown,4,FALSE,It’s good but..,I think this app is really good and a great source to find stuff. My only complaint is that it kept cancelling and asking me and resubmit my order?? Causing stuff to arrive later than they are suppose to. Just a small complaint.,30/12/2021 19:21,amazon
4362,BigSwave,5,FALSE,Easier than I thought,First time ordering I usually buy in person but it was easy and not at all time consuming.,21/11/2021 19:41,amazon
4363,Styleerecordz,4,FALSE,Some new buttons,As you are shopping around and clicking next or previous it did be nice to get those same options at the top as well. Should be a quick  add-on,05/12/2021 2:38,amazon
4364,saddepeter,2,FALSE,Bad customer service,Customer service terrible. I tried getting help with a payment declined for a gift card and they refused to help me. They only said go call them card issuer and didn’t listen to me at all when I said the problem was actually that I spent more than was on the gift card and just needed to modify the order.,30/11/2021 17:24,amazon
4365,Humansville,5,FALSE,Outstanding Employees,"I appreciate everyone’s hard work.  Honestly, you are outstanding getting the right orders to us every time!  Two-day shipping can’t be easy.  I want to know what shoes most wear!  👍🏼🙏🏼❤️",01/10/2021 9:23,amazon
4366,Love192600,4,FALSE,Review,One nice thing about having a Prime account was that you would receive your order the next day. Since Covid deliveries are varied. Don’t totally understand why but…. Prices I noticed on some things have been absolutely outrageous. 🤷‍♀️,18/11/2021 13:49,amazon
4367,KNRobinson,1,FALSE,Loathe the update,"Haaaate the app view. No longer get a list, delivery times, or ratings. All was previously shown on search screen making it easy to scroll products. Now you have to open each product to get that info it’s incredibly annoying and time consuming. Switch it back this is terrible especially before holiday shopping.",11/11/2021 6:11,amazon
4368,BigJLS,2,FALSE,Too many ads,I know the ads have some merit but they have started to interfere with finding what I am looking for. I used to find what I was looking for right away too and now I have to sort through pages after my search to find the right products. Repeats of the same product are annoying too.,10/11/2021 19:37,amazon
4369,Stangrz,2,FALSE,Use to be better!,"They app is a bit more cumbersome to find things, the the most annoying things is when I get a “track your shipment” email, it sends me to the app, the to the web page where I would have to log in.   Use to open into the app before,.  I do hate it when they they “unfix” something.",05/11/2021 2:24,amazon
4370,Joe Vierra,3,FALSE,Delivery times,"When making a purchase on items ,  I always look for the items with next day delivery and every time it goes to shopping cart it adds days to the order . What is the point of having prime of you don’t get the benefits .",23/10/2021 3:43,amazon
4371,MCPO Airdale,5,FALSE,Can’t resize the app to be able to use on theiPad,"Was working faultlessly until last week.  Now, can’t get to the “Add to my Cart” nor the “Buy Now” buttons. 
It’s become useless to me.",15/09/2021 0:09,amazon
4372,MarieGippyJohn,1,FALSE,Deliveries dumped curbside for everyone to steal,"UPS Driver of last few weeks has taken two dumping packages out in front of the condo building where people walking by can pick them up, no longer bothering to even throw them over the gate for anybody in the building to steal. This is new. All UPS drivers in the past have brought them to the door of each individual condominium in the building.  Lazy!!  Deplorable!  Must be fired.",25/09/2021 3:26,amazon
4373,jdidkfoxisksj,1,FALSE,This is making me mad,"Okay, when i first got the app it was great! I love scrolling through thing and adding them to my list and what not. Recently, I tried going into the app and it said “uh oh, something went wrong on our end” and ever since then whenever i open the app it says that. But the thing is, it is only when i am home. I tried doing this at school and it worked just fine.",23/09/2021 23:28,amazon
4374,RigelAlan,3,FALSE,Fix UI on iPadOS,"The latest version has UI issues on iOS. The bottom third of the screen is blank, but you can still scroll the top section. If you’re in landscape mode, clicking any app control forces you back to portrait mode and a return of a blank bottom third. FRUSTRATING",20/09/2021 2:08,amazon
4375,Mamabeargrrr,4,FALSE,Review for product,I’m not a fan of writing a review when you get your order there’s no way to review a product on one day I think you need to review this as a customer you need time to evaluate the product thank you,17/09/2021 1:24,amazon
4376,Dale Grinolds,3,FALSE,Messed up the app,Latest update made the app very annoying. When I use it on my iPad the bottom of page is showing nothing. I think it identifies me as being on iPhone . I wish they would fix this. Worked fine before last update,14/09/2021 14:37,amazon
4377,Amvijono,1,FALSE,Update doesn’t work on iPad,"This update is completely frustrating. It doesn’t work on the iPad. It whites out half of the screen, constantly rotates, and continuously freezes up. I have deleted and reinstalled the app twice. It helps with the functioning until I close it out and then it messes up all over again.  This definitely needs attention. Please fix it.",14/09/2021 15:53,amazon
4378,iPad user is not amused,2,FALSE,Clunky on iPad,"So the app is clunky and buggy on my iPad.  It appears to assume that I’m using a phone, when I’m not.

It keeps wanting to flip to vertical when I’m using my device in horizontal orientation, and it also often cuts off about 1/3 of the bottom of the page in either orientation because, I’m assuming, it thinks I’m using a phone.

So annoying.",12/09/2021 16:09,amazon
4379,Seeing ant trails in my sleep,1,FALSE,Sep Upgrade destroyed app for ipad,"It now behaves like an iphone, both in appearance and more importantly, in rotation. Suddenly it is a useless app, after years of active use on my ipad. I can manually rotate my ipad to “fix” the app (back into landscape mode), but click on anything, an item or a menu option or an order, and it switches back to portrait (iphone) orientation. What did you do? Why? When will it be fixed?",14/09/2021 2:37,amazon
4380,Davo909,5,FALSE,Fast checkout and easy options,This feature has improved a lot since I started .,05/09/2021 7:41,amazon
4381,JHGalvii,1,FALSE,Cant see purchase buttons on right,"I don’t know if there was a recent update or not, but I can’t use the app anymore. The purchase and subscribe buttons are out of view off the right whether you are in portrait or landscape mode. I try to scroll the screen over to gain access to it, but it just bounces back out of view. Please fix this glitch. I can’t add items to cart anymore.",10/09/2021 1:28,amazon
4382,Josienez092618,5,FALSE,Order,Just made an account already placed my first order and can’t wait also ready reviews and all where so kind,27/08/2021 5:29,amazon
4383,Muntnik,5,FALSE,Top notch service,Amazon’s service is top notch.  It’s easy to stop or edit an order and returns are a snap. You don’t realize how wonderful they are until you try someone else.,22/08/2021 15:43,amazon
4384,Yoloswag turtle,5,FALSE,Buggy PLEASE HELP,Every time i search something on the search bar and click on a product. it brings me back to the homepage every time please fix this.,12/07/2021 3:03,amazon
4385,USNPO1,3,FALSE,Unhappy with search function,"I typed an item to search and when I found it, clicked on the item to which it returned me to the main page. Tried several times and same outcome. Can you please help with a fix?
Thank you in advance.",12/07/2021 3:22,amazon
4386,gxfreek51891,1,FALSE,Crashes,The app keeps crashing every time  you go to view something to purchase. It won’t let you look at it and it won’t even let you add it to the cart. I tried reinstalling it and also updating it and the same thing keeps happening. If this is a new update it needs to be corrected because I have never had a more frustrating experience.,12/07/2021 3:11,amazon
4387,Hollyann851,5,FALSE,Force closing after launch,Today after the update pushed out the app started closing a few seconds after it launches.,24/06/2021 1:27,amazon
4388,laconsentidadetodos,5,FALSE,You guys are the Best,Thank you for your hard work! I respect all this hard employees that work hard and try to get the things we need to get to our homes! Thank you,19/06/2021 17:21,amazon
4389,"uu6,jk",5,FALSE,Gift card,This gift card was suppose to be delivered on 5/17 per your notification an d the I get a notice that it is not being delivered until today!!!! What’s up with that?,21/05/2021 17:23,amazon
4390,SusieBThe1,5,FALSE,Understanding,I’m really upset that I’ve been paying for a membership and haven’t been getting my items shipped to my house in the time they said it would be here.,18/05/2021 0:01,amazon
4391,Darrell from Alliance,5,FALSE,So easy,"I’m sitting here in my couch, relaxing but researching spices and their uses, was able to purchase a new one and a good book without leaving my seat. Always quick deliveries too",14/05/2021 19:03,amazon
4392,Dee1168,5,FALSE,Various item,When I order an item it usually comes within days and very happy with them.,02/05/2021 21:58,amazon
4393,Tae71926,5,FALSE,Great for shopping!,Searching for items is quite easy. It’s more convenient than having to go to the store especially in a pandemic,12/04/2021 23:27,amazon
4394,PhillyFan21,1,FALSE,bring back the scroll for the lightning deals,Whomever your programmers are they should be fired. I enjoyed scrolling through all of the lightning deals. I found a nice tablecloth and those really wonderful anti-fatigue mats. Now there is no scroll and one has to go through each category. Please bring back the scroll feature and make it so that it does not jump five lines ahead of where you stopped.,16/04/2021 0:25,amazon
4395,Spectrumvirus,5,FALSE,No hidden fees & deliveries options excellent,It’s  better than shopping through or with Wish. better than shopping on Wish.,15/03/2021 5:18,amazon
4396,Forwarddeployed,3,FALSE,The app stutters at unexpected moments and messes with the cart,"Updated the app to the latest version, which is causing a hard stutter when you scroll down the cart. It also periodically changes the order of stuff in the cart. Earlier versions of the app were much more stable...",06/04/2021 2:02,amazon
4397,Ken in Colo,3,FALSE,Usually works pretty well,"The app works fine most of the time. I have two beefs with it:
1. Subscribe and Save editing and updating  is convoluted and confusing. 
2. The new app icon is stupid. I look right past it all the time now. What Marketing genius decided it would be a good idea to make an app icon brown???",26/03/2021 19:08,amazon
4398,Gambit-63,3,FALSE,Notifications required to use AmazonSmile,It is ridiculous that I have to accept notifications to use AmazonSmile and make donations with my purchases. I’m going to actively use other stores apps to make purchases going forward as well as go shopping as pandemic precautions are rolled back.,15/03/2021 11:05,amazon
4399,purplenails124,1,FALSE,Need to fix app,"Yesterday, I couldn’t my app to work. Still isn’t working today. I deleted it and re-loaded, now it won’t even let me sign-in. I can’t even access the website from my phone. It just spins and says still processing or error message. I’ve had the app for almost seven years and never had this big of an issue. I have to get on my desktop to do anything. Please fix.",08/03/2021 17:11,amazon
