,title,userName,date,developerResponse,rating,review,isEdited
902,الرياض,موضي راشد,2016-08-08 08:44:13,,2,حلو لاكن انا صار لي موقف مع الموقع بنسبه للارجاع انا برجع قطعه وطوالي عن طريق تطبيقكم سويت ارجاع منتج جديد وطلع انا رجعته وموجود في الحساب وكنت انتظر اتصال منكم او من شركة التوصيل حتى تستردون البضاعه لاكن عدة الايام ولا جا اتصال ولا شيء وكنت متطمنه لان جربتكم من قبل المهم رجعت بعد فتره اشيك على الحساب الا احصل التطبيق محذوف وارجع احمله وادخل على حسابي وحصل خانة منتج جديد للارجاع خاليه مافيه اي منتج ايش الموضوع يعني خلاص راح فرصة الترجيع او بتتواصلون معي انا تايه وابي اعرف مصير القطعه اللي عندي,False
903,نوره,Alrussi,2016-08-06 06:53:07,,3,اسعاركم نار شنو هذا صو خصم وخصيصن اسعار ازيار عربيه حرام عليكم ترا مو قاعدني على بنك,False
904,ازعاج ..,Mido-07,2016-08-02 06:58:16,,1,"تطبيقكم حلو وممتاز مانختلف ..

لكن دعاياتكم غثاء وازعاج مو طبيعي 😡
تبا لكم 👹",False
905,Ggggggffff,Majed Alhindi,2016-07-26 05:04:45,,5,Gggfghggh,False
906,الهديه وينها,قرموووش,2016-07-25 22:40:51,,1,"الهديه اللي خليتوني اسجل عشانها وينها 
ايفون ٦

التقييم بعد الهديه 
اهم الشي المصداقيه اذا بدايتها كذا كيف اثق فيكم وفي منتجاتكم

انتظر ردكم بفارغ الصبر",False
907,جمممميل,حمدً الحسيني,2016-07-21 23:05:29,,5,بصراحه كل شي جميل عندهم وباسعار اقل من السوق وبضاعتم دايما جديده وعندهم تخفيضات,False
908,ممتاز,Nf11.11,2016-07-14 07:07:08,,5,ممتاز,False
909,BBM,FIY9AL ϟ.,2016-07-20 17:01:05,,1,اطلعوا من دماغي ومن تحديثات الببي لعنكم الله,False
910,تطبيق فاشل ونصاب,ساره الذكية,2016-07-17 00:28:55,,2,يوم احمله من موقع free my app م يعطيني نقاط النصابين، وفوق كذا دخلته ولقيت الحذيان الواحد عندهم ب٧٠٠ ريال تف عليكم انا راتبي ٧٠٠ريال ينصابين,False
911,تراكم ازعاج,قااادح,2016-07-14 07:41:29,,1,انتم لحقتو مروان تلودي ازعااااج,False
912,لمووس,khaled-gamer-Xx,2016-07-08 14:33:35,,5,التطبيق حلووووو حيييل وجميلة الازياء ❤️❤️,False
913,نصابين,Gomah20,2016-07-09 00:23:03,,1,كذبوا علي طلعت لي رسالة تقول فزت بآيفون سجل ونزل التطبيق وكمل البيانات وفعلا نزلت التطبيق وكملت البيانات ولا شيء كذب في كذب واحذر الناس من هالموقع والله على ما أقول شهيد نصابين وسوف اعمل حملة مضادة بإذن الله يا كذابين يا نصابين,False
914,تقييم,بن سحيمان,2016-06-30 03:24:36,,5,ممتاز جداً,False
915,الرياض,سارا عبدالرحمن,2016-07-05 00:17:03,,1,كذابيـن قله ادب صراحه مسوين تسويق لبرنامجكم الابو كلبي ذَا ؟ قالوا لي دوري القرص وبتجيك هديه بعدين طلع لي أيفون وقالوا حمليه وحملته وسجلي بياناتك ولا احد كلمني قله أدب وذوق صراحه ماقلت لا تسون إعلانات سو بس مو تلعبون على الناس مره عيب ترى,False
916,اعلانات زباله,لا سمحهم,2016-07-02 02:54:24,,1,قالو لي حمل التطبيق وسجل فيه لقد فزت بايفون ٦ وسل ولا عطوني شي كذابين,False
917,الكويت,المستشار محمد بك,2016-06-29 17:08:32,,5,تطبيق جميل ولكن نفضل الموديلز يكن عربيّات ولسن أجنبيات.,False
918,موقع ثقه,ahmed291,2016-06-23 22:11:30,,5,صراحة موقع يستاهل كل خير وصدق ثقه يوم طلبت اغراضي ونا ماعندي فيزا وصلوها لي قالولي في غضون ٦ ايام لكن وصلت في اكل انا طلبت يوم الجمعه واكدت الطلبيه يوم السبت واليوم الاثنين في الصباح جتني رساله ان طلبتي وصلت للرياض وبكرة ان شاء الله يروح استلمها موقع ثقققه,False
919,نصب,هذ البرنامج فاشل,2016-06-29 06:48:24,,2,البرنامج وعدني بهديه وسحب عليه وانصحكو لا تحملونه,False
920,المدينة المنورة,mannoalkordi,2016-06-22 03:41:15,,5,تسوق رائع ومريح 👍🏽,False
921,الرياض,losha_0,2016-06-22 02:39:05,,5,كوبون خصم RFQ6F1Y,False
922,جدة,حسين بن منسي,2016-06-20 00:07:10,,5,متجر متجاوب مع عملائه 👍🏽,False
923,نمشي,نايف القبيسي,2016-06-17 07:48:53,,5,ممتاز واكثر من رائع بس نبي خصومات اكثر على الاحذيه الرياضيه,False
924,👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽,Dhucagbh,2016-06-18 17:06:59,,1,اسوأ تطبيق في العالم وكثر دعاياته كرهتنا فيه 😡😡,False
925,ممتاز,hajeralmansoori,2016-06-04 11:04:00,,5,انصح به وبقوة,False
926,مزعج للغاية,abu greeb,2016-06-12 16:50:02,,1,"برنامج مزعج للغاية اتمنى تهكيره
ودمتم",False
927,Nice,Mmmmmnnnnnnn,2016-05-30 10:34:57,,5,Very nice,False
928,Simple,Baraa1234baraa,2016-05-29 21:33:30,,5,I like it.,False
929,السعوديه,Um jyad,2016-05-21 14:26:54,,5,جميل جداً 💖,False
930,زق زق زق زق زق زق,Amaii Aou,2016-05-21 20:35:43,,1,تطبيق نمشي زي مروان تلودي .. بكل مكان يطلع لي ، اسوء برنامج وسااامج وطفشت من كثر مايطلع لي دقاق!,False
931,سيء جداً,Ahmdsaza,2016-05-21 18:24:21,,1,ملعون والدين له اعلانات مزعجة تظهر بدل الروابط وفكل مكان,False
932,جميل,الحمد لله استغفر الله,2016-05-19 19:49:10,,5,مب شين بس نااااار غالي,False
933,نمشي,SL ..x,2016-05-05 15:24:32,,5,برنامج جميل جدا,False
934,مكه,ديما المهندس,2016-05-07 08:14:08,,1,اعلانات مزعجه جدااااً اتمنى ازالت الاعلانات لأنه يزعجني جداً,False
935,Muhra,Muhrrrra,2016-05-02 22:28:46,,5,الموقع مره حلو طلبت منهم مرتين وان شاء الله قريب اطلب مره ثانيه 😍❤️ لكن العيب ان اعلاناته كثيره✋,False
936,aZ1Ys,Staveyzz,2016-04-30 20:09:06,,5,aZ1Ys,False
937,ا,حكيمو,2016-05-02 03:51:42,,1,سيء جداً ومزعج,False
938,ممتاز,Almeraikhi,2016-04-29 14:32:31,,5,ممتاز,False
939,منتظر,رياض الحازمي,2016-04-26 16:49:47,,1,"يعني اشغلنا بشكل مستفز 
كل ما فتحت لنك طلع لي نمشي 
على العموم 
منتظر الجوال الي ازعجوني فيه 

ونشوف 
ان صدقو او كانو من الكاذبين.",False
940,المدينة المنورة,ابن نداء,2016-03-29 09:19:19,,4,رووووعة,False
941,التسوق من نمشي,bkrsalem,2016-04-20 13:57:51,,5,الحقيقة تجربة جداً ممتازة بالأختيار والشراء من تطبيق نمشي خدمة ممتاز وكذلك التوصيل الى عنوانك,False
942,الخليج,المهاء,2016-04-19 11:40:57,,5,برنامج جميل جدا تسوق أحذية والشنط منها جميل ويستحق خمسة نجوم🌟🌟🌟🌟🌟وأكثر,False
943,منار,منااو,2016-04-15 21:29:47,,5,برنامج مرررة جميل وفيه كل الماركات العالمية,False
944,ذووووق,بسگاتي أذلگ..,2016-04-15 04:17:39,,5,ممتاز,False
945,في كل اعلان يطّلع,نشبة,2016-04-15 02:54:35,,5,خلاص,False
946,Sh,Hinda_c,2016-04-11 17:44:28,,1,مزعج مزعج مززززعج في كل مكان ايش السخافة دي,False
947,جده حي المروه,6argov,2016-04-09 17:50:23,,5,موقع بطل,False
948,موقعي المميز,يبه اشتقت لك,2016-04-08 18:58:08,,5,من افضل المواقع للتسوق الالكتروني,False
949,برنامج سيء جدا ويستخدم طرق إعلان مزعجة جدا ومضللة تضيع وقت المستخدم,BaderAbdulla,2016-04-08 07:51:04,,1,برنامج أتمنى زواله,False
950,المدينه المنوره,ديمه محمد,2016-04-05 22:41:23,,5,البرنامج ممتاز جداً,False
951,النهضه,Saf.57,2016-04-05 11:54:15,,5,جميل بس اتمنى تجديد السلع,False
952,إعلاناتكم تعبتني نفسياً,shayma hassan,2016-04-03 12:10:54,,1,"ولكم ملينا 😤
 ماصارت هذي كل مافتحت الموقع ينتقل لإعلانكم 😡😠",False
953,azoozk13,Azoz jeddah,2016-04-01 12:00:04,,5,azoozk13,False
954,برنامج سهل الاستخدام في جميع الاوقات,Ralwaal,2016-03-22 23:21:41,,5,بيكفي انه بيوصل الاشياء لحد البيت والدفع عند الاستلام ..,False
955,السعودية,radyaqeel,2016-03-25 00:02:31,,1,برنامج سيء للغاية وتعامل الموقع سيء سيء بكل ماتعنيه الكلمة وكل تعاملهم احتيال,False
956,الرياض,مشاري الاومير,2016-03-22 10:53:58,,5,برنامج ممتاز وخيص جميل وتوصيل سريع ومتكامل..🌹🌹,False
957,Logimat,ابن يحي الاحمري,2016-03-20 21:19:30,,5,"سبب حبي لگم هو برنامج🌸logimat

أكيد ✈️🎈⚡️

عبدالله الاحمري۝",False
958,برنامج فاشل ومزعج بكل مكان 👎🏻👎🏻👎🏻👎🏻👎🏻,5ORAFI,2016-03-15 12:36:39,,1,👎🏻👎🏻👎🏻,False
959,خرررااا,Ghayeon,2016-03-13 12:06:27,,1,زق خلاص اعلاناتكم في كل مكان ازززعععججتونا,False
960,Amazing,Rayray.77,2016-02-12 18:00:28,,4,Continue ..,False
961,❤️❤️,Moudhialhmoudddd,2016-03-07 12:28:51,,5,❤️انه جميل❤️,False
962,Bravoo,Astbae3,2016-03-06 15:08:11,,5,جميل جدا,False
963,نمشي,نمشي للموضه,2016-03-05 11:08:22,,5,البرنامج عجييييييب👌🏻😍 وفر على نفسك تعب الأسواق وتسوق بالبيت😎,False
964,نمشي,ابو سعد __502,2016-03-02 07:30:18,,5,صراحه البرنامج جميل ومميز يتميز عن بقيه المواقع التسوق بجوده منتوجاته وسرعه التوصيل لاكن فيه عيب واحد ان منتجاته او بضاعتهه ما تتغير بسرعه دايم نفسها وغير كذاا الاحذيه اكرمكم الله ما فيهاا كعب عالي او روكي كلهاا فلات وسبورت 🙈😫,False
965,رائع,Hammoudxx,2016-03-02 07:19:38,,5,رائع جدا جدا,False
966,Iraq,صائد الليل,2016-02-27 06:01:59,,2,بعطيكم نجمة وحدة لانكم ما توصلون للعراق,False
967,السعوديه,ريكوو٨٨,2016-02-24 06:54:56,,5,برنامج جميل وبسيط,False
968,ازق برنامج,@Ahmdush,2016-02-23 10:50:34,,1,ازعجتونا ب اعلانتكم الله يلعنكم برنامجكم فاشل,False
969,Good,GoToGoaL,2016-02-19 16:53:53,,5,افضل برنامج,False
970,شقيتونا,للمراسله على حساب (zom@),2016-02-18 03:02:10,,1,"شقيتونا اعلانات نمشي نمشي نمشي

مشت بطنكم بطن مديركم",False
971,برنامج كويس,I3llawi,2016-02-16 00:57:22,,5,افضل مافيه توصيل للبيت وشغل مضمون ١٠٠٪,False
972,ازمه نمشي,اكثر واحد طفش من نمشي,2016-02-07 03:35:10,,5,انا بحمل البرنامج من كثر الاعلانات بس بشرط معد تطلعلي تكفا 😩💔,False
973,فاشل,qp511,2016-02-10 18:55:28,,1,غالي واغراضه مضروبه,False
974,على زبي الله لا يوفقكم انتو والاعلانات حقتكم والسوق حقكم خراااااا,Aiydalq76any,2016-02-10 09:22:46,,1,تتبن,False
975,برنامج نمشي,K__2,2016-02-06 10:19:44,,5,برنامج رائع 👍🏻👍🏻👍🏻,False
976,رائع,Reemo35,2016-02-06 08:11:27,,5,نمشي اليك اقرب,False
977,NAMSHI,Azooozalyami,2016-02-05 21:07:33,,5,البرنامج جميييل من الاخر طالب خمس مرات ولافيه احسن من تعاملهم👌🏼10/10,False
978,برنامج  نمشي,Almansoori as,2016-02-05 11:18:40,,5,نمشي برنامج رائع جدًا الى التسوق عبر الانترنت,False
979,Fdsajkllj,لعيون براق النحر,2016-02-05 07:11:10,,5,Kjgfdyuhgghhghy,False
980,A7mdov☺️✌️,ابومعـاذ..🌹,2016-02-01 02:27:58,,4,جميل ورائع جداً👌💙,False
981,نمشي خرافة,وحيد الزمان,2016-02-04 21:32:25,,5,اشق شعري وافتفت,False
982,الخرج,نمشي مره جميل,2016-02-04 13:09:03,,5,صرآحه نمشي كل شيء فيه حلو وانيق جدا  وانصحكم انكم تشترون منها,False
983,رائعين,jalilah ameen,2016-02-03 09:27:18,,1,حبيت التعامل والسرعه وحتى لمن غلطت بشي ارسلت ايميل ردو علي بسرعه .. خدمه متميزه ودقه وروعه❤️,False
984,👍🏻👍🏻👍🏻👍🏻👍🏻,ليش طيب,2016-02-03 08:57:22,,5,الكوالتي ممتازه .. التنظيم والتوصيل وقت قياسي .. 🌟🌟🌟🌟🌟👌🏻,False
985,Namshi,Rsaam,2016-02-02 01:22:46,,5,برنامج رائع,False
986,اسواء متجر👎🏻,мαn ~ univeяse 137k,2016-02-02 01:00:35,,1,تعامل سيئ ونص المعروضات غير موجوده عندهم والاغلبيه بعد مقلده يقولو اصلي نصابين 👎🏻 وكل شوي يطلعولك من من موقع غصب بيمشون سلعتهم 💦 عليك متجر,False
987,سوق جميل وتوصيلهم بوقت قياسي,El3iash,2016-02-01 17:45:54,,5,جيد جدا البرنامج,False
988,بكل مكان اطلع لك يمين يسار اطلع لك,rrrrrrrommmmm,2016-02-01 11:54:38,,1,بكل مكان اطلع لك يمين يسار اطلع لك فوق تحت اطلع لك,False
989,القنفذة,حسين المقعدي,2016-01-30 23:14:06,,5,😍💋,False
990,😍متعة التسوق,Rora23097,2016-01-26 01:59:05,,5,جودة عالية ، اسعار رائعة ، سرعة التوصيل ، وشحن مجاني فعلا التسوق مع نمشي متعة التسوق,False
991,ويالعن برنامجكم ياخي ما ابغى احمل البرنامج مو غصب,الله يالعنكم,2016-01-27 20:18:20,,1,ماتفهمون انتو,False
992,غالي,خاف الله,2016-01-27 05:15:21,,1,والله غالي ايش الاسعار هذي سلامات بعض الاشياء دبل السعر ثلاث مرات وين لاقيني,False
993,👍,do0odi159,2016-01-23 08:57:18,,5,برنامج مريح ومبدع .. واتمنى من الجميع التعامل معه لرؤية مدى روعته .. 💜,False
994,تعالو واتس ٠٥٧٠٢٧٦٠٠٧,Kik moh98mas,2016-01-23 23:32:16,,1,ابو كلب جربته بضاعتهم سيئة للاسف,False
995,Saudi arabia,Azizza08,2016-01-22 04:34:14,,5,"Great app
برنامج راااائع وسعدت بالتعامل معه ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",False
996,واو🎈,Fatom 7mad,2016-01-22 03:26:31,,5,موقع نمشي من افضل المواقع اللي تعاملت معها 💘👌🏻,False
997,كويس,Knob cc,2016-01-20 10:59:16,,5,مرره حلو,False
998,Nice,Zooooõe,2016-01-19 14:11:34,,5,Nice nice,False
999,Goooood,Kadoog,2016-01-19 12:12:54,,5,خدمه ممتازه وتعامل جميل وشروط سهله,False
1000,ELIAS_KAIS,ELI4SGAMER,2015-11-24 10:49:56,,4,أتمنى لو تبيعو كل شي جديد ينزل في الاسواق,False
1001,البرنامج الأفضل بالتأكيد,Abdulaziz A alsayed,2016-01-19 11:45:17,,5,برنامج رائع وسهل الاستخدام وخدمة العملاء وتجاوبهم مع العميل رائعة ومميزة جداً، أشكركم.,False
1002,So good so far,i5alo0d,2016-01-19 10:30:55,,5,No comment,False
1003,saudi aribea,For sami,2016-01-17 15:42:02,,5,موقع جميل وبضاعته جدا جميله والجوده اصليه انصح الجميع بالتسوق من نمشي,False
1004,تم التحميل,Haya-KSA,2016-01-13 15:24:45,,2,لعيون هيون تم التحميل فديتها تستاهل والله,False
1005,4981/,Lola Anwer,2016-01-10 00:27:46,,5,السعودية-بريدة,False
1006,خمس نجوم,ابو تالا٢٠٠٩,2016-01-02 22:31:15,,5,"التطبيق جيد وممتاز 
لاكن البضاعه حسيت ان بعضها تقليد وغاليه",False
1007,Amazing,Roynah,2016-01-02 19:19:42,,5,Love it,False
1008,Amazing,فلان ١١١,2016-01-02 18:31:02,,5,Amazing,False
1009,سيّء جدا,احييييييه,2015-12-30 15:35:29,,1,غثيتنا بالإعلانات وكثرة غثتك تدل ع سوء عملك,False
1010,سيء جدًا,Somyah,2015-12-27 21:32:50,,1,"اسوأ موقع شراء الكتروني

تأخير
عدم استرجاع البضاعة
اسعار مرتفعة
سوء خدمة
خدمة عملاء سيئة
كل شششيء سيء",False
1011,ممتاااز.,Faisalmctoom,2015-12-26 17:09:56,,5,من افضل التطبيقات واصدقها 💜.,False
1012,الرياض,الاسعار مرتفعة,2015-12-26 08:09:07,,1,الملابس جميلة لكنة مرتفعة,False
1013,أفضل برنامج للتسوق,yasserbinahmad,2015-12-26 07:56:08,,5,أسعار تنافسية سرعة توصيل سهولة التصفح في التطبيق ، بصراحه اغناني عن روحتي للسوق ..,False
1014,قمة في الروعه,aldeary,2015-12-24 09:31:26,,5,"موقع رائع ومصداقيه في المواعيد والجوده   

يستاهل اكثر من 5 نجوم",False
1015,رائعين,Roona12309,2015-12-23 22:49:01,,5,البرنامج و الموقع رائع بكل معنى الكلمة افضل موقع تعاملت معه من ناحية البضائع و الجودة و سرعة التسليم,False
1016,السعودية,عقلة الصقور,2015-12-18 07:25:37,,5,الموقع جميل وصراحه ريحني من نزلت السوق خصوصا اني بقريه توصل المشتريات الا عندي,False
1017,صحيفه الدار,ابو الناجم,2015-11-30 11:27:59,,5,الله يوفقكم,False
1018,اللعبة,Amani24g,2015-11-22 12:50:20,,5,اللعبة ذي تخلي الواحد يموت قهر😅😅😅,False
1019,ممتااز,ابوعبدالله١٤٣٣هـ,2015-11-21 10:39:35,,5,البرنامج ممتاز وسهل,False
1020,تعديل عرض الفيفورت,Gogo..,2015-11-09 14:59:49,,4,اتمنى تغيير طريقة عرض الفيفورت,False
1021,عجبني,3zy sa,2015-11-18 20:19:54,,5,لكن لازم يزيدون الماركات,False
1022,نمشي,Amira alqahtani,2015-11-18 01:27:40,,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,False
1023,ابداااع,Tooomy9,2015-11-11 17:25:54,,5,بإختصار هو افضل طريقة للتسوق من ماركات 👌🏻👍🏻,False
1024,الرياض,Hayaibrahim,2015-11-10 06:59:58,,5,موقع جميل انصح بتحميله,False
1025,Nodh,Nodhhfc,2015-10-26 23:36:00,,4,نمشي ممتاز واصل للافضل 👍🏻,False
1026,Namshi 💜,Nev.al,2015-10-31 04:21:19,,5,تطبيق جميل حبيته .. سهل وسريع واقل تعقيد 💭💕,False
1027,جازان,سلطان عبدلي,2015-10-29 12:59:09,,5,جميل جداً لكن اتمنى توفر ماركات اصليه ماهي تقليد وشكراً,False
1028,جميل للغاية,hnoood6,2015-10-28 19:03:29,,5,لكن يحتاج اضافة ماركات عالمية اكثر وأصلية م تكون تقليد,False
1029,جميل جداً 👍🏻,Abo ReTaj,2015-10-25 19:44:54,,4,يحتاج فقط عدم تكرار الأصناف في الصفحة الواحدة والتركيز على هذه النقطه,False
1030,R:,royaaljuaid,2015-10-26 10:46:42,,5,اكثر ابلكيشن و موقع تسوقي ممتاز و اعطيه ١٠/١٠,False
1031,😢,7abebat 2omhaa,2015-10-26 06:12:48,,5,رائع..ليش ماكو للعراق ..ارجوا تضيفون العراق من ضمن الدول ، وشكرا❤️,False
1032,Toooooleeen,الرنسييسه تووولين👑,2015-10-25 19:50:04,,5,مرهه حلو ويجنن وماراح تندمون اذا نزلتونه وانصحكم سهلل جداً وانت تقدر تختار الماركه واللون والسعر الاقل والتخفيضات%وكل شي عجييب صرااحه ويوصلك غرضك في٣أيام😍😍😍😍😍😍😍واروع منه مافي..😘😘,False
1033,رائعين,Visions86,2015-10-20 09:57:18,,5,شكرا لكم جزيلا على الخدمة السريعة والبطاقة الرائعة واهتمامكم بتوصيل السلعة حتى المنزل أدعو الله أن يوفقكم وأتمنى توفروا المزيد من الأغراض والعروض الجميلة مثلكم 👍⭐️⭐️⭐️⭐️⭐️خمسة نجوم,False
1034,نصابين وحراميه,MNTKOoON,2015-10-22 02:26:26,,1,"اتمني من الكل يعمل لهم report
الله ياخذكم ياحراميه",False
1035,..,HuLed,2015-10-17 13:59:21,,5,اي شي يخطر في بالك واي شي تبيه من ملابس او غيره حمل نمشي م راح تندم تعاملهم جميل ويوصلون لين بيتك 👌🏼,False
1036,زق,واحد قافله معه,2015-10-20 03:55:06,,1,بثرتونا بـ اعلاناتكم 😂,False
1037,Anonymous,Cav4lli,2015-10-14 15:44:52,,1,غصب نحمل تطبيقكم الفاشل ؟ ابوكم ابو اعلاناتكم,False
1038,اعلاناتكم واجده,طفشت من اعلاناتكم,2015-09-30 19:05:16,,1,ياكثر اعلاناتكم ما بقى الا تطلعون لنا بالكشاف . خفوا شوي,False
1039,صاحب التطبيق,@yaserr11,2015-09-29 22:01:13,,1,"ي اخي اتق الله امتحنتنا الله يهبها في وجهك يشيخ

لامقطع ولافديو ولاببي ولاشي الا وانت معذبنا 

الله يمتحنك يشيخ",False
1040,Reems90,Reems90,2015-08-10 13:20:16,,4,موقع جميل جداً ، وبالوقت مايتاخر واسعارهم متفاوته وجميلة ونفس الصوره,False
1041,تقييمي,زعيمه الهلاليات,2015-09-22 12:27:40,,1,نصابين وكلاب تفو عليكم ياتسذوبين حمل البرنامح واحصل ع مدري ايش ونحمله وخرطي بس تبون نحمل النجاح بالعمل ماهو النصب ياعيال الكلب تفووووو عليكم الله لايوفقكم ان شاء الله,False
1042,zazt,zazolonely,2015-09-22 02:19:16,,1,ياخي ارحمنا من برنامجك خلاص فكنا من اعلاناتك الي بهذلت اجهزتنا الواحد مايقدر يشوف مقطع زي الخلق الا تطلع فيه الله يحرق ملابسك,False
1043,تطبيق رائع,JOJO TOP,2015-09-20 22:11:35,,5,من اجمل و اروع برامج التسوق الإلكتروني ، نتمنى منكم تضيفون ماركات معروفه مثل H&M و forever .. و بالتوفيق,False
1044,متجر جميل جداً,MinelookGamer,2015-09-20 09:26:31,,5,😍,False
1045,Abha,Мєѕнσ,2015-09-19 13:45:51,,1,لعن الله امكم، يوم ما افتح رابط ولا شي الا وتطلعون لي ،، حظ ام امكم والبرنامج الخايس,False
1046,تحديث سيء,A7.3,2015-09-19 00:01:43,,1,"التحديث الجديد يبدو لي لايدعم ios8 
كل مافتحت التطبيق يعلق ويطفي",False
1047,الرجاء تحديث البرنامج,ام سعد .،,2015-09-17 14:49:30,,5,السلام عليكم الرجاء تحديث البرنامج لاني يرفض العربيه من الإصدار الجديد الأيفون ويستمر بالانجليزية وانتمى التعديل بأسرع وقت حتى لاتخسرو المعجبين والمتسوقين عن طريق البرنامج,False
1048,ازعجتونا بالاعلانات,i41i,2015-09-12 07:27:36,,1,نجمه 😆,False
1049,اقلقتونا,HolyVampire,2015-09-03 23:19:40,,1,الله ياخذكم انتوا واعلاناتكم اللي في كل مكان مايمديني ادخل اي موقع الا وموديني لموقعكم ياخي كيفي مابي اشتري من عندكم غصب السالفه يعني؟ والله ماخلاني اكره هالموقع الا الاعلانات اللي مال امها داعي ولا كان عادي شريت منه وترا حتى النجمه الوحيده ذي ماتستاهلونها بس شسوي بعد لازم اقيم موقعكم الزفت,False
1050,L,أبوعبيد التميمي,2015-09-02 09:26:32,,5,افضل موقع على الإطلاق لا من ناحية جودة المنتجات ولا من ناحية الاسعار 👍🏻👍🏻💗,False
1051,❤️❤️❤️,حلو البرانامج,2015-08-26 09:19:00,,5,رهيب واسعاره جميله,False
1052,الله لا يوفقكم,faris321,2015-08-25 23:15:01,,1,الله لا يوفقكم  ف كل موقع القى ذا البرنامج الكلب,False
1053,اروع برنامج,ام عبدالعزيز الأحمد,2015-08-24 02:29:21,,5,من أفضل البرامج للطلب اون لاين موفقين للأمام دائما,False
1054,دمتم بوود 🇸🇦👕,عبدالعزيز لجوعي,2015-08-23 06:21:12,,1,الصراحه افضل موقع لاقناء المنتجات الحديثة وبشكل ميسر انصح فيه وبقوة .,False
1055,🚶🏻.,عيدورج,2015-08-21 23:47:57,,5,عندهم سراويل قصيرهه رخيصه ؟.,False
1056,تطبيق ممتاز,Yousef Alkhader,2015-08-15 11:04:50,,5,اعجبني لمصداقيتهم وسرعه تعاملهم,False
1057,اسعار توصيل نمشي,NFOo_oOSH,2015-08-13 01:18:53,,5,انا في شي واحد ما اعجبني بالبرنامج الي هي ال٣٤ ريال عشان التوصيل لو ٢٠او٢٥ كان احسن يعني ٤ نجوم بس بخليها ٥عشان كودات التخفيض والي يبي كود هاذت كود تخفي٪٢٠ الكود👈🏻logimat استخدموه حلو,False
1058,Book,زاهي عبد الوهاب,2015-08-09 22:54:43,,5,تطبيق جميل و راقي جدا,False
1059,الرياض,Om azoooooz,2015-08-08 14:01:43,,5,برنامج جميل,False
1060,روعه,الحوهره,2015-07-13 22:32:56,,4,تسوق جميل وتوصيل مرره يجنن 😍,False
1061,📦➡️🏠,Luora_t1,2015-08-08 12:22:13,,5,"افضل و احسن مكان للتسوق اونلاين صراحة كانت اكثر تجربة مريحة و جميلة
تعامل راقي صراحة 💁🏻",False
1062,Thank you,Geyom3333,2015-08-06 14:19:04,,5,بضائع رائعه و جودة ممتازة,False
1063,جميل,هل ين,2015-08-05 16:09:38,,5,قيد التجربة ...,False
1064,برنامج محل نمشي,Hussam.D,2015-08-05 12:21:28,,5,والله برنامج جميل جدا جدا وانا من محبيه المحل ذَا ❤️,False
1065,سبحان الله,إلهاآمي,2015-07-31 06:05:45,,5,الحمدلله,False
1066,مكه,صبا الروح,2015-07-28 04:44:13,,5,نريد المزيد من الماركات,False
1067,الرياض,آبولمى,2015-07-22 08:30:47,,1,برنامج فاشل ازعاج لاحد يحمله,False
1068,ابو يوسف,ابو يوسـف,2015-07-19 13:38:48,,1,حملت التطبيق فكيف احصل على الـ ١٠$ في حسابي ؟!,False
1069,👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻,Abo Gwad,2015-07-19 07:23:13,,5,ملعون الوالدين,False
1070,😍😍😍,لّوود,2015-07-17 22:27:37,,5,جميل👌🏻,False
1071,متميز,aziznfs_,2015-07-15 22:12:46,,5,ممتاز على الرغم من عدم تعاملي معاه حتى الان ولكن كما سمعت,False
1072,التحديث الأخير يطفش 😤,shoshoysf,2015-07-09 07:55:30,,4,بعد التحديث الاخير صار يعلق وما يفتح معي 😡 شكلي بحذفه 😒😪,False
1073,UAE,Waleed Safar,2015-07-12 12:11:47,,5,أرجوا منكم توفير بناطيل 3xL  و قمصان 3XL. إذا توفرت البضاعة أرجوا إبلاغي عن طريق إيميل الخاصة,False
1074,الرياض,na___if,2015-07-11 11:59:31,,5,"🌟🌟🌟🌟🌟

نمشي / والله العظيم كلمة شكر لا تكفي
اصبحت اتسوق وانا ف البيت حتى اطفالي والله من اجهزتهم يختارون اللي يناسبهم وانا أؤكد الطلب من حسابي . الف شكراً وعيدكم سعيد",False
1075,خلف العجيمي,خلف العجيمي,2015-06-24 19:45:09,,4,مافي مقاسات,False
1076,ربع نجمة لخصوماتة الكاذبة,AL7ees,2015-07-04 08:50:06,,1,"استغربت لما لقيت عنده تنزيلات تتعدى مية وخمسين دينار خصم :/ ، بس قارنت بعض المنتجات اللي عليها خصم ولقيت نفس نفس سعر الامازون مع العلم الأمازون بدون خصم ومنتج "" نمشي "" مع الخصم ، فيه حرمنه شوي او لف ودوران نوعاً ما",False
1077,خايس ونلقاه ف كل مكان,27444B33,2015-06-30 11:59:53,,1,👊🏼👊🏼👊🏼👎🏼👎🏼👎🏼,False
1078,ngmawi,@ngmawi,2015-06-22 01:51:29,,5,موقع جميل والتوصيل سريع وسهل الاستخدام وآمن شكرا نمشي ❤️,False
